IBGE,Metropolitan Area,Month,Year,Category,Weight,Variation
,Salvador,9,2013,Education,4.3022,0.11
,Salvador,10,2013,Education,4.3039,0.09
,Salvador,11,2013,Education,4.3028,0
,Salvador,12,2013,Education,4.2925,0.09
,Salvador,1,2014,Education,4.2447,0.2
,Salvador,2,2014,Education,4.23,6.41
,Salvador,3,2014,Education,4.4782,1.14
,Salvador,4,2014,Education,4.4982,0
,Salvador,5,2014,Education,4.4638,0.29
,Salvador,6,2014,Education,4.4569,-0.11
,Salvador,7,2014,Education,4.4153,-0.03
,Salvador,8,2014,Education,4.436,0.16
,Salvador,9,2014,Education,4.4231,0
,Salvador,10,2014,Education,4.3786,0.09
,Salvador,11,2014,Education,4.3829,0.24
,Salvador,12,2014,Education,4.3797,0.22
,Salvador,1,2015,Education,4.3657,0.22
,Salvador,2,2015,Education,4.3451,6.02
,Salvador,3,2015,Education,4.5313,1.71
,Salvador,4,2015,Education,4.5728,-0.02
,Salvador,5,2015,Education,4.549,0.22
,Salvador,6,2015,Education,4.5244,0.14
,Salvador,7,2015,Education,4.4801,0.05
,Salvador,8,2015,Education,4.4618,0.43
,Salvador,9,2015,Education,4.4534,0.15
,Salvador,10,2015,Education,4.4436,-0.05
,Salvador,11,2015,Education,4.416,0.17
,Salvador,12,2015,Education,4.3776,0.07
,Salvador,1,2016,Education,4.3447,0.34
,Salvador,2,2016,Education,4.2984,6.47
,Salvador,3,2016,Education,4.5128,0.45
,Salvador,4,2016,Education,4.5431,0.44
,Salvador,5,2016,Education,4.5352,0.17
,Salvador,6,2016,Education,4.5037,-0.06
,Salvador,7,2016,Education,4.4768,-0.08
,Salvador,8,2016,Education,4.4261,0.41
,Salvador,9,2016,Education,4.4341,0.32
,Salvador,10,2016,Education,4.4429,-0.23
,Salvador,11,2016,Education,4.4119,0.13
,Salvador,12,2016,Education,4.4268,0.13
,Salvador,1,2017,Education,4.4229,0.41
,Salvador,2,2017,Education,4.4196,7.2
,Salvador,3,2017,Education,4.7122,0.18
,Salvador,4,2017,Education,4.7202,-0.08
,Salvador,5,2017,Education,4.7271,0.02
,Salvador,6,2017,Education,4.7099,-0.06
,Salvador,7,2017,Education,4.7034,0.19
,Salvador,8,2017,Education,4.6922,0.31
,Salvador,9,2017,Education,4.704,0.07
,Salvador,10,2017,Education,4.6929,0.02
,Salvador,11,2017,Education,4.6729,0.01
,Salvador,12,2017,Education,4.6921,0.25
,Salvador,1,2018,Education,4.7038,0.14
,Salvador,2,2018,Education,4.7034,4.03
,Salvador,3,2018,Education,4.8674,0.53
,Salvador,4,2018,Education,4.9081,0.23
,Salvador,5,2018,Education,4.9028,0.08
,Salvador,6,2018,Education,4.8529,-0.22
,Salvador,7,2018,Education,4.7938,0.26
,Salvador,8,2018,Education,4.7882,0.3
,Salvador,9,2018,Education,4.811,0
,Salvador,10,2018,Education,4.7911,0.12
,Salvador,11,2018,Education,4.7748,-0.18
,Salvador,12,2018,Education,4.7862,0.22
,Salvador,1,2019,Education,4.7734,0.07
,Belo Horizonte,1,2012,Education,4.2381,0.26
,Belo Horizonte,2,2012,Education,4.2258,6.94
,Belo Horizonte,3,2012,Education,4.4912,0.21
,Belo Horizonte,4,2012,Education,4.4816,-0.02
,Belo Horizonte,5,2012,Education,4.4542,-0.02
,Belo Horizonte,6,2012,Education,4.4239,0.16
,Belo Horizonte,7,2012,Education,4.4247,0.17
,Belo Horizonte,8,2012,Education,4.4137,0.57
,Belo Horizonte,9,2012,Education,4.4223,0.15
,Belo Horizonte,10,2012,Education,4.3984,0.02
,Belo Horizonte,11,2012,Education,4.3807,0.16
,Belo Horizonte,12,2012,Education,4.3658,0.07
,Belo Horizonte,1,2013,Education,4.3488,0.24
,Belo Horizonte,2,2013,Education,4.3324,6.69
,Belo Horizonte,3,2013,Education,4.5834,0.08
,Belo Horizonte,4,2013,Education,4.5591,0
,Belo Horizonte,5,2013,Education,4.5292,0.26
,Belo Horizonte,6,2013,Education,4.5188,0.2
,Belo Horizonte,7,2013,Education,4.5138,0.25
,Belo Horizonte,8,2013,Education,4.5201,0.44
,Belo Horizonte,9,2013,Education,4.5387,0.28
,Belo Horizonte,10,2013,Education,4.5366,0
,Belo Horizonte,11,2013,Education,4.5189,0.02
,Belo Horizonte,12,2013,Education,4.4982,0.12
,Belo Horizonte,1,2014,Education,4.4705,0.35
,Belo Horizonte,2,2014,Education,4.4629,7.15
,Belo Horizonte,3,2014,Education,4.7463,0.5
,Belo Horizonte,4,2014,Education,4.7327,-0.1
,Belo Horizonte,5,2014,Education,4.6913,0.26
,Belo Horizonte,6,2014,Education,4.6706,0.01
,Belo Horizonte,7,2014,Education,4.6461,-0.01
,Belo Horizonte,8,2014,Education,4.6412,0.22
,Belo Horizonte,9,2014,Education,4.6519,0.12
,Belo Horizonte,10,2014,Education,4.6354,0.12
,Belo Horizonte,11,2014,Education,4.626,0.17
,Belo Horizonte,12,2014,Education,4.6176,0.18
,Belo Horizonte,1,2015,Education,4.609,0.16
,Belo Horizonte,2,2015,Education,4.5736,7.44
,Belo Horizonte,3,2015,Education,4.8604,0.08
,Belo Horizonte,4,2015,Education,4.7939,0.13
,Belo Horizonte,5,2015,Education,4.7683,0.08
,Belo Horizonte,6,2015,Education,4.7357,0.42
,Belo Horizonte,7,2015,Education,4.7157,0.07
,Belo Horizonte,8,2015,Education,4.6853,0.17
,Belo Horizonte,9,2015,Education,4.6906,0.17
,Belo Horizonte,10,2015,Education,4.6777,0.07
,Belo Horizonte,11,2015,Education,4.6543,0.18
,Belo Horizonte,12,2015,Education,4.6272,0.25
,Belo Horizonte,1,2016,Education,4.6146,0.28
,Belo Horizonte,2,2016,Education,4.5807,6.75
,Belo Horizonte,3,2016,Education,4.8418,0.66
,Belo Horizonte,4,2016,Education,4.8513,0.24
,Belo Horizonte,5,2016,Education,4.8277,0.06
,Belo Horizonte,6,2016,Education,4.7904,0.11
,Belo Horizonte,7,2016,Education,4.7577,-0.01
,Belo Horizonte,8,2016,Education,4.7236,0.65
,Belo Horizonte,9,2016,Education,4.7403,0.32
,Belo Horizonte,10,2016,Education,4.7561,0.11
,Belo Horizonte,11,2016,Education,4.7475,0.18
,Belo Horizonte,12,2016,Education,4.7523,0.08
,Belo Horizonte,1,2017,Education,4.7474,0.1
,Belo Horizonte,2,2017,Education,4.7277,6.64
,Belo Horizonte,3,2017,Education,5.0233,0.08
,Belo Horizonte,4,2017,Education,5.0303,0.05
,Belo Horizonte,5,2017,Education,5.0359,-0.01
,Belo Horizonte,6,2017,Education,5.022,0.11
,Belo Horizonte,7,2017,Education,5.0455,0.02
,Belo Horizonte,8,2017,Education,5.0289,-0.26
,Belo Horizonte,9,2017,Education,5.0009,0.19
,Belo Horizonte,10,2017,Education,4.9979,-0.15
,Belo Horizonte,11,2017,Education,4.9755,0.21
,Belo Horizonte,12,2017,Education,4.9933,0.13
,Belo Horizonte,1,2018,Education,4.9859,0.27
,Belo Horizonte,2,2018,Education,4.9876,3.2
,Belo Horizonte,3,2018,Education,5.13,0.3
,Belo Horizonte,4,2018,Education,5.1344,-0.01
,Belo Horizonte,5,2018,Education,5.1221,0.16
,Belo Horizonte,6,2018,Education,5.1188,0.13
,Belo Horizonte,7,2018,Education,5.027,0.01
,Belo Horizonte,8,2018,Education,5.016,-0.3
,Belo Horizonte,9,2018,Education,5.0007,0.2
,Belo Horizonte,10,2018,Education,4.9959,0.11
,Belo Horizonte,11,2018,Education,4.9829,0.17
,Belo Horizonte,12,2018,Education,4.9989,0.14
,Belo Horizonte,1,2019,Education,5.007,0.01
,Rio de Janeiro,1,2012,Education,4.7693,0.17
,Rio de Janeiro,2,2012,Education,4.7312,6.05
,Rio de Janeiro,3,2012,Education,4.9666,0.29
,Rio de Janeiro,4,2012,Education,4.9826,-0.01
,Rio de Janeiro,5,2012,Education,4.9422,0.03
,Rio de Janeiro,6,2012,Education,4.9404,0.06
,Rio de Janeiro,7,2012,Education,4.9285,0.03
,Rio de Janeiro,8,2012,Education,4.8999,0.29
,Rio de Janeiro,9,2012,Education,4.8907,-0.03
,Rio de Janeiro,10,2012,Education,4.8508,0.07
,Rio de Janeiro,11,2012,Education,4.8308,0.08
,Rio de Janeiro,12,2012,Education,4.8147,0.28
,Rio de Janeiro,1,2013,Education,4.7711,0.26
,Rio de Janeiro,2,2013,Education,4.7559,5.2
,Rio de Janeiro,3,2013,Education,4.9883,0.2
,Rio de Janeiro,4,2013,Education,4.9859,0.12
,Rio de Janeiro,5,2013,Education,4.9649,0.04
,Rio de Janeiro,6,2013,Education,4.9359,0.27
,Rio de Janeiro,7,2013,Education,4.9123,0.12
,Rio de Janeiro,8,2013,Education,4.9205,0.52
,Rio de Janeiro,9,2013,Education,4.936,0.17
,Rio de Janeiro,10,2013,Education,4.9227,0.19
,Rio de Janeiro,11,2013,Education,4.9051,0.39
,Rio de Janeiro,12,2013,Education,4.8899,0.04
,Rio de Janeiro,1,2014,Education,4.8387,0.21
,Rio de Janeiro,2,2014,Education,4.8315,7.77
,Rio de Janeiro,3,2014,Education,5.148,0.26
,Rio de Janeiro,4,2014,Education,5.0982,-0.02
,Rio de Janeiro,5,2014,Education,5.0765,0.2
,Rio de Janeiro,6,2014,Education,5.0588,0.12
,Rio de Janeiro,7,2014,Education,5.0406,0.2
,Rio de Janeiro,8,2014,Education,5.0491,-0.05
,Rio de Janeiro,9,2014,Education,5.0253,0.1
,Rio de Janeiro,10,2014,Education,5.011,0.23
,Rio de Janeiro,11,2014,Education,4.9968,0.1
,Rio de Janeiro,12,2014,Education,4.9774,0.07
,Rio de Janeiro,1,2015,Education,4.9155,0.37
,Rio de Janeiro,2,2015,Education,4.8572,6.89
,Rio de Janeiro,3,2015,Education,5.1296,0.23
,Rio de Janeiro,4,2015,Education,5.0763,-0.01
,Rio de Janeiro,5,2015,Education,5.0367,-0.04
,Rio de Janeiro,6,2015,Education,5.0186,0.48
,Rio de Janeiro,7,2015,Education,5.0066,0.06
,Rio de Janeiro,8,2015,Education,4.982,0.41
,Rio de Janeiro,9,2015,Education,5.0003,0.3
,Rio de Janeiro,10,2015,Education,4.9881,0.07
,Rio de Janeiro,11,2015,Education,4.9619,0.22
,Rio de Janeiro,12,2015,Education,4.9139,0.32
,Rio de Janeiro,1,2016,Education,4.8703,0.87
,Rio de Janeiro,2,2016,Education,4.8327,7.29
,Rio de Janeiro,3,2016,Education,5.1466,0.23
,Rio de Janeiro,4,2016,Education,5.1468,0.34
,Rio de Janeiro,5,2016,Education,5.1334,0.19
,Rio de Janeiro,6,2016,Education,5.1138,0.13
,Rio de Janeiro,7,2016,Education,5.0974,-0.04
,Rio de Janeiro,8,2016,Education,5.0648,0.83
,Rio de Janeiro,9,2016,Education,5.0529,0.09
,Rio de Janeiro,10,2016,Education,5.0626,-0.01
,Rio de Janeiro,11,2016,Education,5.0528,-0.11
,Rio de Janeiro,12,2016,Education,5.0476,0.24
,Rio de Janeiro,1,2017,Education,5.0517,0.49
,Rio de Janeiro,2,2017,Education,5.0621,6.4
,Rio de Janeiro,3,2017,Education,5.3466,0.15
,Rio de Janeiro,4,2017,Education,5.3368,0.11
,Rio de Janeiro,5,2017,Education,5.3246,0.06
,Rio de Janeiro,6,2017,Education,5.3158,-0.09
,Rio de Janeiro,7,2017,Education,5.3121,0.04
,Rio de Janeiro,8,2017,Education,5.3125,0.15
,Rio de Janeiro,9,2017,Education,5.317,0.13
,Rio de Janeiro,10,2017,Education,5.3147,0
,Rio de Janeiro,11,2017,Education,5.3083,-0.01
,Rio de Janeiro,12,2017,Education,5.2965,0.07
,Rio de Janeiro,1,2018,Education,5.2757,0.27
,Rio de Janeiro,2,2018,Education,5.2746,4.57
,Rio de Janeiro,3,2018,Education,5.4733,-0.08
,Rio de Janeiro,4,2018,Education,5.4645,0.3
,Rio de Janeiro,5,2018,Education,5.465,0.1
,Rio de Janeiro,6,2018,Education,5.4575,-0.03
,Rio de Janeiro,7,2018,Education,5.3872,-0.02
,Rio de Janeiro,8,2018,Education,5.3494,0.04
,Rio de Janeiro,9,2018,Education,5.3695,0.14
,Rio de Janeiro,10,2018,Education,5.355,0.08
,Rio de Janeiro,11,2018,Education,5.3473,0.12
,Rio de Janeiro,12,2018,Education,5.3565,0.27
,Rio de Janeiro,1,2019,Education,5.3528,0.21
,Sao Paulo,1,2012,Education,4.6704,0.09
,Sao Paulo,2,2012,Education,4.6506,6.1
,Sao Paulo,3,2012,Education,4.917,0.46
,Sao Paulo,4,2012,Education,4.9373,-0.01
,Sao Paulo,5,2012,Education,4.9055,0.03
,Sao Paulo,6,2012,Education,4.8946,0.07
,Sao Paulo,7,2012,Education,4.8961,0.13
,Sao Paulo,8,2012,Education,4.8841,0.43
,Sao Paulo,9,2012,Education,4.8887,0.09
,Sao Paulo,10,2012,Education,4.8675,0.07
,Sao Paulo,11,2012,Education,4.8465,-0.01
,Sao Paulo,12,2012,Education,4.8247,0.15
,Sao Paulo,1,2013,Education,4.8036,0.15
,Sao Paulo,2,2013,Education,4.7647,6.07
,Sao Paulo,3,2013,Education,5.0198,0.47
,Sao Paulo,4,2013,Education,5.0216,0.06
,Sao Paulo,5,2013,Education,4.9998,0
,Sao Paulo,6,2013,Education,4.9864,0.16
,Sao Paulo,7,2013,Education,4.9777,0.09
,Sao Paulo,8,2013,Education,4.978,0.42
,Sao Paulo,9,2013,Education,4.9848,0.06
,Sao Paulo,10,2013,Education,4.9683,0.18
,Sao Paulo,11,2013,Education,4.944,-0.03
,Sao Paulo,12,2013,Education,4.9236,0.02
,Sao Paulo,1,2014,Education,4.88,0.5
,Sao Paulo,2,2014,Education,4.8805,6.11
,Sao Paulo,3,2014,Education,5.1274,0.21
,Sao Paulo,4,2014,Education,5.093,-0.07
,Sao Paulo,5,2014,Education,5.0662,0.06
,Sao Paulo,6,2014,Education,5.0603,0.09
,Sao Paulo,7,2014,Education,5.0432,-0.06
,Sao Paulo,8,2014,Education,5.0295,0.58
,Sao Paulo,9,2014,Education,5.0489,0.19
,Sao Paulo,10,2014,Education,5.0243,0.05
,Sao Paulo,11,2014,Education,5.0075,0.16
,Sao Paulo,12,2014,Education,4.9934,0.12
,Sao Paulo,1,2015,Education,4.9698,0.19
,Sao Paulo,2,2015,Education,4.9072,5.72
,Sao Paulo,3,2015,Education,5.1234,1.02
,Sao Paulo,4,2015,Education,5.1112,0.44
,Sao Paulo,5,2015,Education,5.1051,0.02
,Sao Paulo,6,2015,Education,5.0687,0.1
,Sao Paulo,7,2015,Education,5.0316,-0.07
,Sao Paulo,8,2015,Education,4.9873,1.5
,Sao Paulo,9,2015,Education,5.0477,0.26
,Sao Paulo,10,2015,Education,5.0228,0.04
,Sao Paulo,11,2015,Education,4.9774,0.19
,Sao Paulo,12,2015,Education,4.9463,0.17
,Sao Paulo,1,2016,Education,4.9146,0.19
,Sao Paulo,2,2016,Education,4.8726,5.76
,Sao Paulo,3,2016,Education,5.1107,0.51
,Sao Paulo,4,2016,Education,5.1101,0.1
,Sao Paulo,5,2016,Education,5.0976,0.14
,Sao Paulo,6,2016,Education,5.0562,0.19
,Sao Paulo,7,2016,Education,5.0431,0.09
,Sao Paulo,8,2016,Education,5.0294,0.96
,Sao Paulo,9,2016,Education,5.0482,0.01
,Sao Paulo,10,2016,Education,5.0437,0.04
,Sao Paulo,11,2016,Education,5.035,0.06
,Sao Paulo,12,2016,Education,5.0278,0
,Sao Paulo,1,2017,Education,5.011,0.34
,Sao Paulo,2,2017,Education,5.0183,3.63
,Sao Paulo,3,2017,Education,5.1857,2.04
,Sao Paulo,4,2017,Education,5.277,-0.01
,Sao Paulo,5,2017,Education,5.2693,0.16
,Sao Paulo,6,2017,Education,5.2563,0.11
,Sao Paulo,7,2017,Education,5.2762,-0.16
,Sao Paulo,8,2017,Education,5.247,0.37
,Sao Paulo,9,2017,Education,5.2494,-0.03
,Sao Paulo,10,2017,Education,5.2361,0.05
,Sao Paulo,11,2017,Education,5.2138,0.01
,Sao Paulo,12,2017,Education,5.1865,0.02
,Sao Paulo,1,2018,Education,5.1563,0.19
,Sao Paulo,2,2018,Education,5.1571,3.51
,Sao Paulo,3,2018,Education,5.3212,0.36
,Sao Paulo,4,2018,Education,5.3314,0.08
,Sao Paulo,5,2018,Education,5.3315,0.03
,Sao Paulo,6,2018,Education,5.3214,0.01
,Sao Paulo,7,2018,Education,5.2619,-0.13
,Sao Paulo,8,2018,Education,5.2217,0.53
,Sao Paulo,9,2018,Education,5.2413,0.42
,Sao Paulo,10,2018,Education,5.2293,0.02
,Sao Paulo,11,2018,Education,5.2099,0.01
,Sao Paulo,12,2018,Education,5.2277,0.25
,Sao Paulo,1,2019,Education,5.2393,0.17
,Curitiba,1,2012,Education,3.1819,0.14
,Curitiba,2,2012,Education,3.1764,6.08
,Curitiba,3,2012,Education,3.3601,0.26
,Curitiba,4,2012,Education,3.3649,-0.42
,Curitiba,5,2012,Education,3.3288,-0.48
,Curitiba,6,2012,Education,3.2972,0.03
,Curitiba,7,2012,Education,3.2953,0.28
,Curitiba,8,2012,Education,3.2913,0.51
,Curitiba,9,2012,Education,3.2875,0.11
,Curitiba,10,2012,Education,3.2809,-0.07
,Curitiba,11,2012,Education,3.266,0.05
,Curitiba,12,2012,Education,3.2315,0.1
,Curitiba,1,2013,Education,3.2088,0.2
,Curitiba,2,2013,Education,3.1945,5.58
,Curitiba,3,2013,Education,3.3567,0.71
,Curitiba,4,2013,Education,3.3725,0.03
,Curitiba,5,2013,Education,3.3567,0
,Curitiba,6,2013,Education,3.3455,-0.06
,Curitiba,7,2013,Education,3.3426,0.16
,Curitiba,8,2013,Education,3.3299,0.66
,Curitiba,9,2013,Education,3.3365,0.37
,Curitiba,10,2013,Education,3.3397,0.05
,Curitiba,11,2013,Education,3.3198,0.15
,Curitiba,12,2013,Education,3.3088,0.04
,Curitiba,1,2014,Education,3.2811,0.15
,Curitiba,2,2014,Education,3.2619,6.04
,Curitiba,3,2014,Education,3.4466,0.51
,Curitiba,4,2014,Education,3.4331,0.35
,Curitiba,5,2014,Education,3.4186,0.19
,Curitiba,6,2014,Education,3.4074,0.13
,Curitiba,7,2014,Education,3.3969,-0.18
,Curitiba,8,2014,Education,3.3721,0.55
,Curitiba,9,2014,Education,3.3869,0.49
,Curitiba,10,2014,Education,3.386,0.12
,Curitiba,11,2014,Education,3.3807,0.24
,Curitiba,12,2014,Education,3.375,-0.03
,Curitiba,1,2015,Education,3.345,0.23
,Curitiba,2,2015,Education,3.3223,6.13
,Curitiba,3,2015,Education,3.4787,0.45
,Curitiba,4,2015,Education,3.4402,0.17
,Curitiba,5,2015,Education,3.4003,-0.07
,Curitiba,6,2015,Education,3.3708,0.3
,Curitiba,7,2015,Education,3.3496,-0.04
,Curitiba,8,2015,Education,3.3169,0.93
,Curitiba,9,2015,Education,3.3295,0.43
,Curitiba,10,2015,Education,3.3241,0.31
,Curitiba,11,2015,Education,3.3128,0.34
,Curitiba,12,2015,Education,3.2891,0.44
,Curitiba,1,2016,Education,3.265,0.33
,Curitiba,2,2016,Education,3.253,6.79
,Curitiba,3,2016,Education,3.4463,0.51
,Curitiba,4,2016,Education,3.448,0.11
,Curitiba,5,2016,Education,3.43,0.15
,Curitiba,6,2016,Education,3.4134,0.11
,Curitiba,7,2016,Education,3.4126,-0.05
,Curitiba,8,2016,Education,3.4055,1.38
,Curitiba,9,2016,Education,3.4414,0.45
,Curitiba,10,2016,Education,3.4488,-0.03
,Curitiba,11,2016,Education,3.4481,0.04
,Curitiba,12,2016,Education,3.4444,0.13
,Curitiba,1,2017,Education,3.4439,0.22
,Curitiba,2,2017,Education,3.4418,4.68
,Curitiba,3,2017,Education,3.5874,0.58
,Curitiba,4,2017,Education,3.6021,-0.19
,Curitiba,5,2017,Education,3.6005,0.02
,Curitiba,6,2017,Education,3.5837,0.28
,Curitiba,7,2017,Education,3.5969,0.18
,Curitiba,8,2017,Education,3.5842,1.17
,Curitiba,9,2017,Education,3.6124,-0.15
,Curitiba,10,2017,Education,3.6,0.12
,Curitiba,11,2017,Education,3.5787,-0.1
,Curitiba,12,2017,Education,3.5811,0.35
,Curitiba,1,2018,Education,3.5735,0.24
,Curitiba,2,2018,Education,3.5737,4.35
,Curitiba,3,2018,Education,3.7258,0.2
,Curitiba,4,2018,Education,3.7336,0.12
,Curitiba,5,2018,Education,3.7383,0.04
,Curitiba,6,2018,Education,3.7231,0.28
,Curitiba,7,2018,Education,3.6751,-0.98
,Curitiba,8,2018,Education,3.6261,0.23
,Curitiba,9,2018,Education,3.639,0.07
,Curitiba,10,2018,Education,3.6188,-0.06
,Curitiba,11,2018,Education,3.5957,0.09
,Curitiba,12,2018,Education,3.6088,0.15
,Curitiba,1,2019,Education,3.6199,-0.03
,Porto Alegre,1,2012,Education,4.1974,2.97
,Porto Alegre,2,2012,Education,4.3105,2.59
,Porto Alegre,3,2012,Education,4.402,0.24
,Porto Alegre,4,2012,Education,4.4058,0.14
,Porto Alegre,5,2012,Education,4.38,0.13
,Porto Alegre,6,2012,Education,4.3668,0.04
,Porto Alegre,7,2012,Education,4.3651,0.11
,Porto Alegre,8,2012,Education,4.3412,1.26
,Porto Alegre,9,2012,Education,4.3696,0.34
,Porto Alegre,10,2012,Education,4.3585,0.18
,Porto Alegre,11,2012,Education,4.3453,0.21
,Porto Alegre,12,2012,Education,4.3397,0.21
,Porto Alegre,1,2013,Education,4.3222,1.83
,Porto Alegre,2,2013,Education,4.3626,3.39
,Porto Alegre,3,2013,Education,4.4938,0.6
,Porto Alegre,4,2013,Education,4.5058,0.01
,Porto Alegre,5,2013,Education,4.4958,0.03
,Porto Alegre,6,2013,Education,4.4764,0.26
,Porto Alegre,7,2013,Education,4.4783,-0.11
,Porto Alegre,8,2013,Education,4.4646,1.01
,Porto Alegre,9,2013,Education,4.4882,0.24
,Porto Alegre,10,2013,Education,4.4674,-0.22
,Porto Alegre,11,2013,Education,4.4348,0.19
,Porto Alegre,12,2013,Education,4.4187,0.04
,Porto Alegre,1,2014,Education,4.3899,3.15
,Porto Alegre,2,2014,Education,4.5047,3.16
,Porto Alegre,3,2014,Education,4.6266,0.14
,Porto Alegre,4,2014,Education,4.5938,0.2
,Porto Alegre,5,2014,Education,4.5565,0.04
,Porto Alegre,6,2014,Education,4.5241,-0.26
,Porto Alegre,7,2014,Education,4.4957,0.23
,Porto Alegre,8,2014,Education,4.5001,1.02
,Porto Alegre,9,2014,Education,4.5368,0.18
,Porto Alegre,10,2014,Education,4.5245,0.19
,Porto Alegre,11,2014,Education,4.501,0.34
,Porto Alegre,12,2014,Education,4.5023,-0.13
,Porto Alegre,1,2015,Education,4.4608,1.55
,Porto Alegre,2,2015,Education,4.4769,3.93
,Porto Alegre,3,2015,Education,4.6006,0.31
,Porto Alegre,4,2015,Education,4.5385,0
,Porto Alegre,5,2015,Education,4.5142,0.18
,Porto Alegre,6,2015,Education,4.4781,-0.06
,Porto Alegre,7,2015,Education,4.4361,0.11
,Porto Alegre,8,2015,Education,4.3991,1.1
,Porto Alegre,9,2015,Education,4.4326,0.36
,Porto Alegre,10,2015,Education,4.4245,0.19
,Porto Alegre,11,2015,Education,4.4044,0.15
,Porto Alegre,12,2015,Education,4.3695,0.16
,Porto Alegre,1,2016,Education,4.3398,0.22
,Porto Alegre,2,2016,Education,4.2815,5.64
,Porto Alegre,3,2016,Education,4.4799,1.16
,Porto Alegre,4,2016,Education,4.5079,0.04
,Porto Alegre,5,2016,Education,4.4695,0.36
,Porto Alegre,6,2016,Education,4.4439,0.15
,Porto Alegre,7,2016,Education,4.4444,0.05
,Porto Alegre,8,2016,Education,4.4168,2.35
,Porto Alegre,9,2016,Education,4.4991,0.17
,Porto Alegre,10,2016,Education,4.4986,0.09
,Porto Alegre,11,2016,Education,4.4951,0.13
,Porto Alegre,12,2016,Education,4.49,-0.07
,Porto Alegre,1,2017,Education,4.4891,0.18
,Porto Alegre,2,2017,Education,4.489,5.89
,Porto Alegre,3,2017,Education,4.742,0.21
,Porto Alegre,4,2017,Education,4.7463,0.17
,Porto Alegre,5,2017,Education,4.7451,0.3
,Porto Alegre,6,2017,Education,4.7324,0.31
,Porto Alegre,7,2017,Education,4.7454,0.07
,Porto Alegre,8,2017,Education,4.7505,-0.59
,Porto Alegre,9,2017,Education,4.7101,0.13
,Porto Alegre,10,2017,Education,4.7165,0.26
,Porto Alegre,11,2017,Education,4.7173,0.11
,Porto Alegre,12,2017,Education,4.7026,0.31
,Porto Alegre,1,2018,Education,4.7044,0.17
,Porto Alegre,2,2018,Education,4.6807,3.29
,Porto Alegre,3,2018,Education,4.8294,0.39
,Porto Alegre,4,2018,Education,4.8497,-0.07
,Porto Alegre,5,2018,Education,4.8291,0.11
,Porto Alegre,6,2018,Education,4.7946,-0.05
,Porto Alegre,7,2018,Education,4.7107,0
,Porto Alegre,8,2018,Education,4.7046,-0.06
,Porto Alegre,9,2018,Education,4.7031,0.31
,Porto Alegre,10,2018,Education,4.6941,-0.06
,Porto Alegre,11,2018,Education,4.6642,0.13
,Porto Alegre,12,2018,Education,4.6975,0.11
,Porto Alegre,1,2019,Education,4.6909,0.14
,Belem,1,2012,Communication,4.1202,0.2
,Belem,2,2012,Communication,4.1156,0.01
,Belem,3,2012,Communication,4.0933,-0.4
,Belem,4,2012,Communication,4.0657,-0.23
,Belem,5,2012,Communication,4.0273,-0.26
,Belem,6,2012,Communication,3.9921,0.29
,Belem,7,2012,Communication,3.9812,0.39
,Belem,8,2012,Communication,3.9747,-0.21
,Belem,9,2012,Communication,3.9351,0.1
,Belem,10,2012,Communication,3.9059,0.69
,Belem,11,2012,Communication,3.8987,0.34
,Belem,12,2012,Communication,3.8704,0.09
,Belem,1,2013,Communication,3.8424,0.03
,Belem,2,2013,Communication,3.8164,-0.02
,Belem,3,2013,Communication,3.7948,0
,Belem,4,2013,Communication,3.7736,0.17
,Belem,5,2013,Communication,3.7596,0.01
,Belem,6,2013,Communication,3.7576,-0.09
,Belem,7,2013,Communication,3.7421,-0.05
,Belem,8,2013,Communication,3.7258,0.08
,Belem,9,2013,Communication,3.7096,-0.21
,Belem,10,2013,Communication,3.6909,-0.07
,Belem,11,2013,Communication,3.671,-0.06
,Belem,12,2013,Communication,3.6559,0.46
,Belem,1,2014,Communication,3.6563,0.11
,Belem,2,2014,Communication,3.6557,0.04
,Belem,3,2014,Communication,3.6452,-0.8
,Belem,4,2014,Communication,3.6029,0.1
,Belem,5,2014,Communication,3.5906,0.17
,Belem,6,2014,Communication,3.5598,-0.11
,Belem,7,2014,Communication,3.5358,0.84
,Belem,8,2014,Communication,3.5571,-0.21
,Belem,9,2014,Communication,3.5113,0.03
,Belem,10,2014,Communication,3.4911,-0.13
,Belem,11,2014,Communication,3.4808,0.41
,Belem,12,2014,Communication,3.4742,-0.12
,Belem,1,2015,Communication,3.4417,0.11
,Belem,2,2015,Communication,3.4206,0.2
,Belem,3,2015,Communication,3.3936,-1.12
,Belem,4,2015,Communication,3.3424,0.22
,Belem,5,2015,Communication,3.3229,0.34
,Belem,6,2015,Communication,3.301,0.69
,Belem,7,2015,Communication,3.2797,0.6
,Belem,8,2015,Communication,3.2921,0.05
,Belem,9,2015,Communication,3.2789,-0.27
,Belem,10,2015,Communication,3.262,0.69
,Belem,11,2015,Communication,3.2529,1.52
,Belem,12,2015,Communication,3.2663,0.03
,Belem,1,2016,Communication,3.2276,0.09
,Belem,2,2016,Communication,3.206,-0.07
,Belem,3,2016,Communication,3.1705,-2.11
,Belem,4,2016,Communication,3.0925,3.31
,Belem,5,2016,Communication,3.1687,-0.05
,Belem,6,2016,Communication,3.1436,-0.02
,Belem,7,2016,Communication,3.1153,0.03
,Belem,8,2016,Communication,3.0844,0
,Belem,9,2016,Communication,3.0731,-0.02
